Serial,English,Pronunciation,Bangla,POS
1977,documentary,ডকুমেন্টারি,তথ্যচিত্র,11.
1978,donate,ডোনেট,দান করা,v
1979,double,ডাবল,দ্বিগুণ,adv
1981,dressed,ড্রেসড,পোশাক পরা,adj
1982,drop,ড্রপ,পতন,n:
1983,drum,ড্রাম,ড্রাম,n
1984,drunk,ড্রাক্ক,মাতাল,adj
1985,due,ডিউ,কারণে,adj
1986,dust,ডাস্ট,ধুলো,n
1987,duty,ডিউটি,কতব্য,n
1989,eastern,ইস্টান,- পূর্বাঞ্চলীয়,adj
1990,economic,ইকোনমিক,- অর্থনেতিক,adj.
1991,economy,ইকোনমি,অর্থনীতি,n
1992,edge,এজ,কিনারা,n
1993,editor,এডিটর,সম্পাদক,n
1994,educate,এডুকেট,শিক্ষিত করা,v.
1995,educated,এডুকেটেড,- শিক্ষিত,adj
1996,educational,এডুকেশনাল,শিক্ষামূলক,adj
1997,effective,ইফেক্টিভ,কারযকর,adj
1998,effectively,ইফেক্টিভলি,কার্যকরভাবে,adv
1999,effort,এফোর্ট,প্রচেষ্টা,n
2000,election,ইলেকশন,নিরবাচন,n
2001,element,এলিমেন্ট,উপাদান,n
2002,embarrassed,এমব্যারাসড,বিব্রত,adj.
2003,embarrassing,এমব্যারাসিং,বিব্রতকর,adj
2006,employment,এমপ্লয়মেন্ট,কমসংস্থান,n
2007,empty,এমটি,খাল করা,v
2008,encourage,এনকারেজ,উংসাহিত করা,v
2009,enemy,এনিমি,শত্রু,n
2010,engaged,এনগেজড,নিযুক্ত; বাগদতা,adj
2012,entertain,এন্টারটেইন,বিনোদন দেওয়া,v
2013,entertainment,এন্টারটেইনমেন্ট,বিনোদন,n
2014,entrance,এন্ট্রান্স,প্রবেশপথ,n
2015,entry,এন্ট্রি,প্রবেশ,n
2016,environmental,এনভায়রনমেন্টাল,পরিবেশগত,adj
2017,episode,এপিসোড,পব,n
2018,equal,ইকুয়াল,সমান; সমান হওয়া,"ad] ,V."
2020,escape,এসকেপ,পালানো; পালানো,"V.,11."
2021,essential,এসেনশিয়াল,অপরিহারয,adj.
2022,eventually,ইভেনচুযালি,অবশেষে,adv.
2023,examine,এক্সামিন,পরীক্ষা করা,v
2024,except,এক্সেপ্ট,ছাড়া,conj
2025,exchange,এক্সচেঞ্জ,- বিনিময়; বিনিময় করা,"n, V"
2027,exhibition,এক্সিবিশন,প্রদশনী,n
2028,expand,এক্সপ্যান্ড,প্রসারিত করা,v
2029,expected,এক্সপেক্টেড,প্রত্যাশিত,adj.
2031,experience,এক্সপেরিয়়েন্স,অভিজ্ঞতা লাভ করা,v
2032,experienced,এক্সপেরিয়েন্সড,অভিজ্ঞ,adj
2033,experiment,এক্সপেরিমেন্ট,পরীক্ষা করা,v
2034,explode,একসপ্লোড,বিস্ফোরিত হওয়া,V.
2035,explore,এক্সপ্লোর,অন্বেষণ করা (v) Facebook Biborno Sahin,01726505437
95,bottle,বটল,বোতল,n
130,centre,সেন্টার,"কেন্দ্র, মাঝখান",n
96,box,বক্স,বাক্স,n
131,century,সেঞ্চুরি,- শতাব্দী,n
97,boy,বয়,ছেলে,n
132,chair,চেয়ার,চেয়ার,n
98,boyfriend,বয়ফ্রেন্ড,প্রেমিক,n
133,change,চেইঞ্জ,পরিব্তন করা (v ); পরিব্তন (n) রুটি,n
134,chart,চার্ট,"চাট, তালিকা",n
100,break,ব্রেক,ভাঙা (v ); বিরতি,n
135,cheap,চিপ,সস্তা,adj
137,cheese,চিজ,পনির (n) bring (ব্রিং) আনা,v
138,chicken,চিকেন,"103. ভাই (n) মুরগি, মুরগির মাংস (n) brother",ব্রাদার
139,child,চাইল্ড,"- শিশু, বাচ্চা",n
106,building,বিল্ডিং,"141. ভবন, দালান (n) choose (চুজ) পছন্দ করা",v
142,cinema,সিনেমা,107. সিনেমা (n) bus (বাস) বাস,n
143,city,সিটি,ব্যবসা (n) শহর,n
144,class,ক্লাস,শ্রেণী,n
109,busy,বিজি,ব্যস্ত,adj
145,classroom,ক্লাসরুম,শ্রেণীকক্ষ,n
110,but,বাট,কিন্তু,conj
146,clean ক্লিন) পরিষ্কার,adj,; পরিষ্কার করা,v.
111,butter,বাটার,মাখন,n
147,climb,ক্লাইম্ব,আরোহণ করা,v
112,buy,বাই,কেনা,v
148,clock,ক্লক,ঘড়ি,n
113,by,বাই,"দ্বারা, পাশে",prep
149,close,ক্লোজ,বন্ধ করা,v
114,bye,বাই,- বিদায়,exclam
150,clothes,ক্লোদজ,পোশাক,n
115,cafe,ক্যাফে,ক্যাফে,n
151,club,ক্লাব,"ক্লাব, সংঘ",n
116,cake,কেক,কেক,n
152,coat,কোট,কোট,n
153,coffee,কফি,কফি (n) camera (ক্যামেরা) ক্যামেরা,n
154,cold,কোল্ড,ঠান্ডা,"adj , n."
119,can,ক্যান,পারা,modal v
120,cannot,ক্যানট ক্যান'ট,না পারা,modal v
155,college,কলেজ,কলেজ,n
156,colour,কালার,"রং (n) প্রধান, মূল",adj
157,come,কাম,আসা,v
122,car,কার,গাড়ি,n
158,common,কমন,সাধারণ,adj
123,card,কার্ড,কাড,n
159,company,কোম্পানি,কোম্পানি,n
124,career,ক্যারিয়ার,"পেশা, কর্মজীবন",n
160,compare,কমপেয়ার,তুলনা করা,v
125,carrot,ক্যারট,গাজর,n
161,complete কমপ্লিট) সম্পূ্ণ,adj,; সম্পূ্ণ করা,v
162,computer,কম্পিউটার,কম্পিউটার,n
126,carry,ক্যারি,বহন করা,v
163,concert,কনসা্ট,কনসার্ট,n
127,cat,ক্যাট,- বিড়াল,n
128,CD,সিডি,সিডি (n) কথোপকথন,n
129,cent,সেন্ট,সেন্ট (মুদ্রা),n
165,cook,কুক,রান্না করা (v) Facebook Biborno Sahin,01726505437
2036,explosion,এক্সপ্লোশন,বিস্ফোরণ,n
2065,forever,ফরেভার,- চিরতরে,adv.
2066,frame,ফ্রেম,"ফ্রেম; ফ্রেম করা (n, V)","1., V."
2067,freeze,ফ্রিত,জমে যাওযা,v
2038,extra,একসাট্রা,অতিরিক্ত,"n , adv"
2040,fairly,ফেয়ারলি,মোটামুটি,adv
2069,friendship,ফ্রেন্ডশিপ,বন্ধুত্ব,n
2070,frighten,ফ্রাইটেন,ভয় দেখানো (v),adj.
2071,frightened,ফ্রাইটেনড,ভীত,adj
2072,frightening,ফ্রাইটেনিং,"ভীতিকর (V., ad].)",adj.
2043,far,ফার,দূরবর্তী,adj
2073,frozen,ফ্রোজেন,হিমায়িত,adj
2074,fry,ফ্রাই,ভাঙা (v),adj.
2075,fuel,ফুয়েল,জ্বালানি,n
2076,function,ফাংশন,কারযকারিতা (n),adj
2077,fur,ফার,পশম,n
2046,fasten,ফাস্টেন,বাঁধা,v
2078,further,ফাদার,আরও,adv
2047,favour,ফেভার,অনুগ্রহ,n
2079,garage,গ্যারেজ,গ্যরেজ,n
2048,fear,ফিয়ার,ভয় করা,v
2080,gather,গ্যাদার,সংগ্রহ করা,v
2049,feature,ফিচার,বৈশিষ্ট্য থাকা,v
2051,fighting,ফাইটিং,লড়াই,n.
2082,generation,জেনারেশন,প্রজন্ম,n
2052,file,ফাইল,ফাইল,n
2083,generous,তজেনারাস,উদার,adj
2084,gentle,জেন্টল,ভদ্র (adj ),adj.
2054,fire,ফায়ার,আগুন লাগানো (v),n.
2055,fitness,ফিটনেস,- ফিটনেস,n
2086,ghost,গোস্ট,ভূত,n
2056,fixed,ফিক্সড,নিদিষ্ট,adj
2089,global,গ্লোবাল,বৈশ্বিক,adj
2059,flour,ফ্লাওয়ার,আটা,n
2090,glove,গ্লাভ,দস্তানা,n
2092,goods,গুডস,পণ্য,n
2061,fold,ফোল্ড,ভাঁজ করা,v
2093,grade,গ্রেড,গ্রেড,n
2062,folk,ফোেক,লোক,"n, adj"
2063,following,ফলোয়িং,নিম্নলিখিত (n) হওয়া,"n.,V"
2064,force,ফোেস,"বল; বাধয করা (n, V) Facebook Biborno Sahin",01726505437
2095,grain,গ্রেইন,শস্য,n:
2096,grateful,গ্রেটফুল,কৃতজ্ঞ,adj
2097,growth,গ্রোথ,বৃদ্ধি,n
2098,guard,গাড,প্রহরী; পাহারা দেওয়া,"1., V."
2099,guilty,গিল্টি,- দোষী,adj
2100,hand,হ্যান্ড,হস্তান্তর করা,v
2101,hang,হ্যাং,ঝোলানো,v
2102,happiness,হ্যাপিনেস,সুখ,n
2103,hardly,হাডলি,কদাচিং,adv
2104,hate,হেইট,ঘৃণা,n
2105,head,হড,নেতৃত্ব দেওযা,v
2106,headline,হেডলাইন,শিরোনাম,n
2107,heating,হিটিং,গরম করা,n
2108,heavily,হেভিলি,প্রচণ্ডভাবে,adv
2110,highlight,হাইলাইট,হাইলাইট; হাইলাইট করা,"v.,n"
2111,highly,হাইলি,অত্যন্ত,adv
2112,hire,হায়ার,ভাড়া করা,v
2113,historic,হিস্টোরিক,ঐতিহাসিক,adj
2114,historical,হিস্টোরিকাল,ঐতিহাসিক,adj.
2115,honest,অনেস্ট,সং,adj
2116,horrible,হরিবল,ভয়াবহ,adj
2117,horror,হরর,ভয়,n:
2118,host,হোস্ট,হোেস্ট,n
2119,hunt,হান্ট,শিকার করা,v.
2120,hurricane,হারিকেন,ঘূণিঝড়,n
2121,hurry,হারি,তাড়াহুড়া; তাড়াহুড়া করা,"n, V"
2122,identity,আইডেন্টিটি,পরিচয়,n
2123,ignore,ইগনোর,উপেক্ষা করা,v
2124,illegal,ইল্লিগাল,অবেধ,adj
2125,imaginary,ইমাজিনারি,কাল্পনিক,ad].
2126,immediate,ইমিডিয়েট,তাংক্ষণিক,ad].
2127,immigrant,ইমিগ্রান্ট,- অভিবাসী,n
2128,impact,ইম্প্যাক,প্রভাব; প্রভাবিত করা,"n, V"
2129,import,ইম্পোর্ট,আমদানি; আমদানি করা,"n, V"
2130,importance,ইম্পটেন্স,গুরুত্ব,n
2131,impression,ইম্প্রেশন,ধারণা,n
2132,impressive,ইম্প্রেসিভ,চিত্তাকর্যক,ad].
2134,incredibly,ইনক্রেডিবলি,অবিশ্বাস্যভাবে,adv
2135,indeed,হনডিড,প্রকৃতপক্ষে,adv
2136,indicate,ইনডিকেট,- নিদেশ করা,v
2137,indirect,ইনডাইরেক,পরোক্ষ,adj
2138,indoor,ইনডোর,অন্দরের,adj
2139,indoors,ইনডোরস,অন্দরে,adv
2140,influence,ইনফ্লুয়েন্স,প্রভাব; প্রভাবিত করা,"n , V."
2142,injure,ইনজুর,আহত করা,v
2143,injured,ইনজুরড,আহত,adj
2144,innocent,ইনোসেনট,নিদোষ,adj
2146,intend,ইনটেন্ড,উদ্দেশ্য করা,v
2147,intention,ইনটেনশন,উদ্দেশ্য,n
2148,invest,ইনভেস্ট,- বিনিয়োগ করা,v
2149,investigate,ইনভেস্টিগেট,৩দন্ত করা,V.
2150,involved,ইনভল্ভড,জড়িত (adj ) Facebook Biborno Sahin,01726505437
2151,iron,আয়রন,লোহা; ইস্সত্রি করা,n V.
2152,issue,ইস্যু,বিষয়,n
2153,IT,আইটি,তথ্য প্রযুক্তি,n
2154,journal,জানাল,জানাল,n
2155,judge,জাজ,বিচারক; বিচার করা,"1., V."
2156,keen,কিন,আগ্রহী,adj
2158,keyboard,কিবোড,কীবোড,n
2159,kick,কিক,লাথি মারা; লাথি,"v.,n."
2160,killing,কিলিং,হত্যা,n
2161,kind,কাইন্ড,দয়ালু (caring),adj
2162,kiss,কিস,চুম্বন; চুম্বন করা,"v.,n"
2163,knock,নক,আঘাত,n:
2165,laboratory,ল্যাবরেটরি,গবেষণাগার,1.
2166,lack,ল্যাক,অভাব; অভাব থাকা,"n , V."
2167,latest,লেটেস্ট,সবশেষ,adj
2168,lay,লে,স্থাপন করা,v
2169,layer,লেয়ার,স্তর,n
2170,leadi,লিড,নেতৃত্ব,n
2171,leading,লিডিং,প্রধান,adj
2173,leather,লেদার,চামড়া,n
2174,legal,লিগাল,আইনি,adj
2175,leisure,লেজা,অবসর,n
2176,length,লেন্থ,দেঘ্য,n
2177,level,লেভেল,সমান,adj
2178,liez,লাই,মিথ্যা বলা; মিথ্যা (tell alie),"V.,11."
2179,like,লাইক,পছন্দ (find sbisth pleasant),n
2180,limit,লিমিট,- সীমা; সীমাবদ্ধ করা,"n , V."
2181,lip,লিপ,ঠোোঁট,n
2182,liquid,লিকুইড,৩রল,"n, adj"
2183,literature,লিটারেচর,সাহিত্য,n
2184,livez,লাইভ,সরাসরি,"adj , adv"
2185,living,লিভিং,- জীবনযাপন; জীবিত,"adj.,n."
2186,local,লোকাল,স্থানীয়,n
2187,locate,লোকেট,সনাক্ত করা,v
2188,located,লোকেটেড,অবস্থিত,adj
2189,location,লোকেশন,অবস্থান,n
2190,lonely,লোনলি,একাকী,adj
2191,loss,লস,ক্ষতি,n
2192,luxury,লাক্সারি,বিলাসিতা,n
2193,mad,ম্যাড,পাগল,adj
2194,magic,ম্যাজিক,জাদু; জাদুকরী,"n., adj"
2195,mainly,মেইনলি,প্রধানত,adv
2196,mall,মল,মল,n
2197,management,ম্যানেজমেন্ট,ব্যবস্থাপনা,n
2198,market,মা্কেট,বাজারজাত করা,V.
2199,marketing,মার্কেটিং,বিপণন,n
2200,marriage,ম্যারেজ,বিবাহ,n
2201,meanwhile,মিনহোয়াইল,- ইতিমধ্যে,adv.
2202,measure,মেজার,পরিমাপ করা; পরিমাপ,"v,n"
2203,medium,মিডিয়াম,মাঝারি,adj
2204,mental,মেন্টাল,মানসিক,adj
2205,mention,মেনশন,উল্লেখ,n
2206,mess,মেস,বিশৃঙ্খলা,n
2207,mild,মাইন্ড,হালকা,adj
2208,mine,মাইন,খনি (hole in the ground) (n Facebook Biborno Sahin,01726505437
2209,mix,মিক্স,মেশানো; মিশ্রণ,"v.,n"
2210,mixture,মিক্সচার,মিশ্রণ,n
2211,mood,মুড়,জজ,n
2212,move,মুভ,পদক্ষেপ,n
2213,mud,মাড়,কাদা,n:
2215,muscle,মাসল,- পেশী,n
2217,mystery,মিস্টেরি,রহস্য,n
2218,nail,নেইল,পেরেক,n
2219,narrative,ন্যারেটিভ,আখ্যান; আখ্যানমূলক,"n , adj"
2220,nation,নেশন,জাতি,n:
2221,native,নেটিভ,- স্থানীয়; স্থানীয় বাসিন্দা,"adj ,n"
2222,naturally,ন্যাচারালি,স্বাভাবিকভাবে,adv
2223,necessarily,নেসেসারিলি,অনিবার্যভাবে,adv
2224,need,নিড,দরকার,modal v
2225,needle,নিডল,সুচ,n:
2226,neighbourhood,নেইবারহুড,প্রতিবেশ,n
2227,neither,নাইদার,- কোনটিও না,adv
2228,net,নেট,জাল,n:
2229,next,নেকসট,পরবর্তী,n
2231,normal,নরমাল,স্বাভাবিক,n
2232,northern,নদান,- উত্তরাঞ্চলীয়,adj
2233,note,নোট,নোট করা,v
2234,now,নাউ,এখন,conj
2235,nuclear,নিউক্লিয়ার,পারমাণবিক,adj
2236,obvious,অবভিয়াস,স্পষ্ট,adj
2237,obviously,অবভিয়াসলি,স্পষ্টতই,adv.
2238,occasion,অকেজন,উপলক্ষ,n
2239,occur,অকার,ঘটা,v
2240,odd,অড,- বিজোড়; অদ্ভুত,adj
2241,official,অফিশিয়াল,সরকারি,adj
2242,old-fashioned,ওল্ড-ফ্যাশন্ড,সেকেলে,adj
2243,once,ওয়ানস,একবার,conj
2245,organized,অগানাইজড,সংগঠিত,adj.
2247,original,অরিজিনাল,মূল,n
2248,originally,অরিজিনালি,মূলত,adv
2249,ought,অট,উচিত,modal v.
2250,ours,আওয়়ারস,আমাদের,pron:
2251,outdoor,আউটডোর,বাইরের,adj
2253,pack,প্যাক,প্যাক,n
2254,package,প্যাকেজ,প্যাকেজ,n
2255,painful,পেইনফুল,বোদনাদায়ক,adj.
2256,pale,পেল,ফ্যাকাশে,adj
2257,pan,প্যান,প্যান,n
2258,participate,পার্টিসিপেট,অংশগ্রহণ করা,v
2260,pass,পাস,পাস,n
2261,passion,প্যাশন,আবেগ,n
2262,path,পাথ,পথ,n
2263,payment,পেমেন্ট,পরিশোধ,n
2264,peaceful,পিসফুল,শান্তিপূ্ণ (adj ) Facebook Biborno Sahin,01726505437
2265,percentage,পাসেন্টেজ,শতাংশ,n
2266,perfectly,পারফেক্টলি,- পুরোপুরি,adv
2267,performance,পারফরম্যান্স,কমক্ষমতা,n
2269,persuade,পাসুয়েড,রোঝানো,v
2272,pin,পিন,পিন; পিন করা,"n , v."
2273,pipe,পাইপ,পাইপ,n
2274,place,প্লেস,স্থাপন করা,v
2275,planning,প্ল্যানিং,পরিকল্পনা,n
2276,pleasant,প্লেজেন্ট,আনন্দদায়ক,adj
2277,pleasure,প্লেজার,আনন্দ,n
2278,plenty,প্লেন্টি,প্রচুর,pron
2279,plot,প্লট,প্লট,n
2280,plus-,প্লাস,যোগ,prep
2281,poem,পোয়েম,কবিতা,n
2282,poet,পোয়েট,কবি,n
2283,poetry,পোয়়োষট্ট্রি,কাব্য,n:
2285,poison,পয়জন,বিষ; বিষাক্ত করা,"1., V."
2286,poisonous,পয়জনাস,বিষাক্ত,adj
2287,policy,পলিসি,- নীতি,n
2288,political,পলিটিকাল,রাজনেতিক,adj
2289,politician,পলিটিশিয়ান,রাজনীতিবিদ,n
2290,politics,পলিটিক্স,রাজনীতি,n
2291,port,পোট,বন্দর,n
2292,portrait,পোট্রেট,প্রতিকৃতি,n
2293,possibly,পসিবলি,সম্ভবত,adv
2294,pot,পট,পাত্র,n
2295,pour,পাের,ঢালা,v
2296,poverty,পভাটি,দারিদ্র্য,n
2297,powder,পাউডার,পাউডার,n
2298,powerful,পাওয়ারফুল,শক্তিশালী,adj.
2299,practical,প্র্যাকটিকাল,বাস্তব,adj
2300,pray,প্রে,প্রাথনা করা,v
2301,prayer,প্রেয়়ার,প্রাথনা,n
2303,prepared,প্রিপেয়াড,প্রস্তুত,adj
2304,presentation,প্রেজেন্টেশন,উপস্থাপনা,n
2305,press,প্রেস,সাপ দেওয়া; প্রেস,"n, V."
2306,pressure,প্রেসার,চাপ,n
2307,pretend,প্রিটেন্ড,ভান করা,v
2308,previous,প্রিভিয়াস,পূর্ববর্তী,adj
2309,previously,প্রিভিয়াসলি,পূবে,adv
2310,priest,প্রিস্ট,- পুরোহিত,n
2311,primary,প্রাইমারি,প্রাথমিক,adj
2312,prince,প্রিন্স,রাজপুত্র,n
2313,princess,প্রিন্সেস,- রাজকুমারী,n
2314,printing,প্রিন্টিং,মুদ্রণ,n
2315,prisoner,প্রিজনার,বন্দী,n
2316,private,প্রাইভেট,ব্যক্তিগত,adj
2317,producer,প্রডিউসার,প্রযোজক,n
2318,production,প্রোডাকশন,উৎপাদন,11.
2319,profession,প্রফেশন,পেশা,n
2321,program,প্রোগ্রাম,প্রোগ্রাম করা,v
2322,promote,প্রমোট,প্রচার করা,v
2323,proper,প্রপার,সঠিক (adj ) Facebook Biborno Sahin,01726505437
2325,property,প্রপারটি,সম্পত্তি,n
2326,protest,প্রোটেস্ট,প্রতিবাদ; প্রতিবাদ করা,"n, V"
2327,proud,প্রাউড,গবিত,adj
2328,prove,প্রুভ,প্রমাণ করা,v
2329,pull,পুল,টান,n
2330,punish,পানিশ,শাস্সতি দেওয়া,v
2331,punishment,পানিশমেন্ট,শাস্সতি,n
2332,push,পুশ,ধাক্কা,n
2333,qualification,কোয়ালিফিকেশন,যগ্যতা,n:
2334,qualified,কোয়ালিফাইড,যোগ্য,adj
2335,qualify,কোয়ালিফাই,যোগ্যতা অজন করা,v
2336,queue,কিউ,সারি; সারিতে দাঁড়ানো,"n., V."
2337,quit,কুইট,ছেডে দেওয়া,v
2338,quotation,কোয়োটেশন,- উদ্ধৃতি,n
2339,quote,কোয়োট,উদ্ধৃত করা; উদ্ধৃতি,"V.,11."
2340,race,রস,জাতি (people),n
2341,racing,রেসিং,রেসিং,n:
2342,range,রেঞ্ুজ,পরিসর,n
2343,rare,রেরয়ার,বিরল,adj
2344,rarely,রেয়ারলি,কদাচিং,adv.
2345,reaction,রিঅ্যাকশন,প্রতিক্রিয়া,n
2346,reality,রিয়েলিটি,বাস্তবতা,n
2347,receipt,রিসিপ্ট,রশিদ,n
2348,recommendation,রিকমেন্ডেশন,সুপারিশ,n
2349,reference,রেরফারেন্স,উল্লেখ,n
2350,reflect,রিফ্লেক,প্রতিফলিত করা,v
2352,reject,রিজেক্ট,প্রত্যাখ্যান করা,v
2353,relate,রলেট,সম্পর্কিত করা,v
2354,related,রিলেটেড,সম্পর্কিত,adj
2355,relation,রিলেশন,সম্পক,n
2356,relative,রিলেটিভ,- আত্মীয়; আপেক্ষিক,"adj ,n"
2357,relaxed,রিল্যাকৃসড,শিথিল,adj
2358,relaxing,রিল্যাক্সিং,আরমদায়ক,adj.
2359,release,রিলিজ,মুক্তি; মুক্তি দেওয়া,V. Il.
2360,reliable,রিলায়াবল,নিভরযোগ্য,adj.
2361,religion,রিলিজন,ধম,n
2362,religious,রিলিজিয়াস,ধর্মীয়,adj
2363,remain,রিমেইন,অবশিষ্ট থাকা,v.
2364,remind,রিমাইন্ড,মনে করিয়ে দেওয়া,V.
2365,remote,রিমোট,দূরবর্তী,adj.
2367,repair,রিপেয়ার,মেরামত,n
2368,repeat,রিপিট,পুনরাবৃত্তি,n
2369,repeated,রিপিটেড,পুনরাবৃত্ত,adj
2370,represent,রিপ্রেজেন্ট,প্রতিনিধিত্ব করা,v
2371,request,রিকোয়েস্ট,অনুরোধ করা,V.
2372,require,রিকোয়ার,প্রয়োজন হওয়া,V.
2374,resource,রিসোস,সম্পদ,n
2375,respect,রেসপেক,শ্রদ্ধ া; শ্রদ্ধা করা,"1., V."
2376,responsibility,রেসপনসিবিলিটি,দায়িত্ব,n
2377,responsible,রেসপনসিবল,দায়িত্বশীল,adj
2378,result,রিজাল্ট,ফলাফল হওয়া,v
2379,retire,রিটায়ার,অবসর গ্রহণ করা,V.
2380,retired,রিটায়াড,অবসরপ্রাপ্ত,adj
2381,revise,রিভাইস,সংশোধন করা,v
2382,ring',রিং,রিং,n
2383,rise,রাইজ,বৃদ্ধি,n
2384,risk,রিস্ক,ঝুঁকি; ঝুঁকি নেওয়া,"n , v"
2385,robot,রোবট,রোবট,n
2386,roll,রোল,ঘোরানো; রোল,"V.,n:"
2387,romantic,রোমান্টিক,রোমান্টিক,adj.
2388,rope,রোপ,দড়ি,n
2389,rough,রাফ,রুক্ষ,adj
2390,row1,র,সারি,n:
2391,royal,রয়্যাল,রাজকীয়,adj
2392,rugby,রাগবি,রাগবি,n
2393,rule,রুল,শাসন করা,v
2394,safety,সইফটি,- নিরাপত্তা,n
2395,sail,সেইল,পাল,n
2396,sailor,সেইলর,নাবিক,n
2397,sample,স্যাম্পল,নমুনা,n
2398,sand,স্যান্ড,বালি,n
2399,scan,স্ক্যান,স্ক্যান করা,v
2400,scientific,সায়েন্টিফিক,বেজ্ঞানিক,adj.
2401,script,স্ক্রিপ্ট,- স্ক্রিপ্ট,n
2402,sculpture,স্কাল্পচার,ভাস্কয,n
2403,secondary,সেকেন্ডারি,মাধ্যমিক,adj.
2404,security,সিকিউরিটি,নিরাপত্তা,n
2405,seed,সিড,বীজ,n
2406,sensible,সন্সবল,বুদ্ধিমান,adj
2407,separate,সেপারেট,পথক করা,v
2408,seriously,সিরিয়াসলি,গুরুত্ব সহকারে,adv.
2409,servant,সাভেন্ট,চাকর,n
2410,set1,সেট,স্থাপন করা (put),v
2411,ser-,সেট,সেট (group),n
2412,setting,সেটিং,পরিবেশ,n
2413,sex,সক্স,লিঙ্গ,n
2414,sexual,সেক্সুযাল,যোন,adj
2415,shake,শেক,ঝাঁকুনি,n
2416,share,শেয়ার,ভাগ,n
2417,sharp,শাপ,ধারালো,adj
2418,shelf,শেল্ফ,তাক,n
2419,shell,শেল,খোলস,n
2420,shift,শিফট,পরিবতন,n
2421,shine,শাইন,ঝলমল করা,v
2422,shiny,শাইনি,চর্কচকে,adj
2423,shoot,শুট,গুলি করা,v
2424,shy,শাই,লাজুক,adj
2425,sight,সাইট,দৃষ্টি,n
2426,signal,সিগন্যাল,সংকেত; সংকেত দেওয়া,"n, V"
2427,silent,সাইলেন্ট,নীরব,adj
2428,silly,সিলি,নিবোধ,adj
2429,similarity,সিমিলারিটি,সাদৃশ্য,n
2431,simply,সিম্পলি,সহজভবে,adv
2432,since,সিপ্স,তখন থেকে,adv
2433,sink,সিঙ্ক,ডুবে যাওয়া,v
2435,slightly,স্লাইটলি,সামান্য,adv
2436,slow,স্লো,ধীর করা,v
2437,smart,স্মাট,স্মার্ট,adj
2438,smooth,স্মুথ,মসণ,adj
2468,substance,সাবস্ট্যান্স,পদাথ,n
2469,successfully,সাকসেসফুলি,1. ) সফলভাবে,adv
2440,soil,সয়েল,মাটি,n
2470,sudden,সাডেন,আকস্মিক,adj
2441,solid,সলিড,কঠিন; কঠিন,"adj ,n"
2471,suffer,সাফার,ভোগা,v
2442,sort,সর্ট,বাছাই করা,v
2472,suit,সুট,মানানসই হওয়া,v
2473,suitable,সুইটেবল,উপযুক্ত (ad].),adj.
2444,specifically,স্পেসিফিক্যালি,(V.) বিশেষভাবে,adv
2475,summary,সামারি,সারাংশ,n
2445,spending,স্পেন্ডিং,ব্যয়,n
2447,spirit,স্পিরিট,আত্মা,n
2753,decoration,ডেকোরেশন,সজ্জা,n
2448,spoken,স্পোকেন,কথ্য,adj
2449,spot,স্পট,দাগ; সায়গা (n),"V.,11."
2450,spread,স্প্রেড,চতানো,V
2755,deeply,ডিপলি,গভীরভাবে,adv
2451,spring,স্প্রিং,লাফানো,v
2452,stadium,স্টেডিয়াম,স্্টেডিয়াম (n) করা,"V,n"
2453,staff,স্টাফ,কর্মী,n
2757,defence,ডিফেন্স,প্রতিরক্ষা,n
2760,deliberate,ডেলিবারেট,- ইচ্ছাকৃত (1.,adj.
2457,statue,স্ট্যাচু,মূতি,n
2458,sticki,স্টিক,আটকে যাওযা (push ইচ্ছাকৃতভাবে (adv) intorattach),v
2459,stickz,সস্টিক,"লাঠি (piece of wood) করা (v.,n:)",1.
2460,still,সস্টিল,স্থির (adj ),ad].
2461,store,স্টোর,সংরক্ষণ করা,v
2764,delivery,ডেলিভারি,- বিতরণ,n
2462,stranger,স্ট্রেঞ্জার,অপরিচিত,n
2464,string,স্স্ট্রিং,দড়ি,n:
2465,strongly,স্ট্রংলি,দৃঢ়ভাবে (adv) করা,v
2466,studio,স্টুডিও,- স্টুডিও,n
2767,deny,ডিনাই,অস্বীকার করা,v.
2467,stuff,স্টাফ,জিনিসপত্র,n:
2768,depressed,ডিপ্রেসড,বিষণ্ণ (adj ) Facebook Biborno Sahin,01726505437
2796,drag,ড্র্যাগ,টেনে নিয়ে যাওয়া (v),adj.
2797,dramatic,ড্রামাটিক,নাটকীয়,adj
2770,depth,ডেপথ,গভীরতা,n
2798,edit,এডিট,সম্পাদনা করা,v
2771,desert,ভেজাট,পরিত্যাগ করা,v
2799,edition,এডিশন,সংস্করণ,n
2772,deserve,ডিজাভ,যোগ্য হওয়া,v
2800,efficient,এফিশিয়েন্ট,দক্ষ,adj
2801,elderly,এল্ডারলি,বয়স্ক (adj ) করা,"n, V"
2802,elect,ইলেক,নিবাচন করা,v
2774,desperate,ডেসপারেট,মরিয়া,adj
2775,detail,ডিটেল,- বিস্তারিত বলা (v),adv.
2776,detailed,ডিটেলড,বিস্তারিত,adj
2804,emerge,ইমাজ,আবিভূত হওয়া,v
2777,detect,ডিট্যাক,সনাক্ত করা,v
2778,dig,ডিগ,খনন করা (v),ad].
2779,disc,ডিস্ক,ডিস্ক,n
2780,discipline,ডিসিপ্লিন,শঙ্খলা,n
2808,enable,এনএবল,সক্ষম করা,v
2782,dishonest,ডিসঅনেস্ট,অসং,adj
